Designator,Mid X,Mid Y,Rotation,Layer
R710,115.9,-100.9,90.0,bottom
R711,116.1,-87.4,270.0,top
R712,115.9,-98.290001,90.0,bottom
R713,108.0,-108.19,90.0,top
R714,109.0,-108.19,90.0,top
R715,105.0,-105.4,180.0,bottom
R801,109.0,-139.3,180.0,top
R802,111.5,-132.0,180.0,top
R803,112.4,-143.7,0.0,top
TXLED101,110.639726,-125.236662,270.0,top
U101,104.3,-129.9,45.0,top
U201,101.4,-145.3,180.0,top
U301,100.0,-139.3,90.0,top
U302,95.365001,-139.062501,90.0,top
U303,86.8,-138.7,180.0,top
U501,82.9,-158.3,180.0,top
U502,90.099999,-156.4375,0.0,top
U503,96.9,-156.4,0.0,top
U601,101.854,-115.824,270.0,top
Y101,98.15,-125.75,45.0,top
